"class_name","method_name","method_qualified","dependency_kind","type_name","type_qualified","file_path","line_number"
"firebase::firestore::jni::Local<SettingsInternal>","CastTo","firebase::firestore::jni::Local<SettingsInternal>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::SnapshotMetadataInternal","operator=","firebase::firestore::SnapshotMetadataInternal::operator=","return","SnapshotMetadataInternal &","SnapshotMetadataInternal &","firestore/src/android/snapshot_metadata_android.h",30
"firebase::firestore::SnapshotMetadataInternal","ToPublic","firebase::firestore::SnapshotMetadataInternal::ToPublic","return","SnapshotMetadata","SnapshotMetadata","firestore/src/android/snapshot_metadata_android.cc",42
"firebase::firestore::TaskCompletionSource","operator=","firebase::firestore::TaskCompletionSource::operator=","return","TaskCompletionSource &","TaskCompletionSource &","firestore/integration_test_internal/src/android/task_completion_source.h",31
"firebase::firestore::TaskCompletionSource","Create","firebase::firestore::TaskCompletionSource::Create","return","Local<TaskCompletionSource>","Local<TaskCompletionSource>","firestore/integration_test_internal/src/android/task_completion_source.cc",49
"firebase::firestore::TaskCompletionSource","Create","firebase::firestore::TaskCompletionSource::Create","return","Local<TaskCompletionSource>","Local<TaskCompletionSource>","firestore/integration_test_internal/src/android/task_completion_source.cc",53
"firebase::firestore::TaskCompletionSource","GetTask","firebase::firestore::TaskCompletionSource::GetTask","return","Local<Task>","Local<Task>","firestore/integration_test_internal/src/android/task_completion_source.cc",58
"firebase::firestore::jni::Local<TaskCompletionSource>","get","firebase::firestore::jni::Local<TaskCompletionSource>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<TaskCompletionSource>","CastTo","firebase::firestore::jni::Local<TaskCompletionSource>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<TaskCompletionSource>","CastTo","firebase::firestore::jni::Local<TaskCompletionSource>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::TimestampInternal","operator=","firebase::firestore::TimestampInternal::operator=","return","TimestampInternal &","TimestampInternal &","firestore/src/android/timestamp_android.h",28
"firebase::firestore::TimestampInternal","GetClass","firebase::firestore::TimestampInternal::GetClass","return","Class","Class","firestore/src/android/timestamp_android.cc",47
"firebase::firestore::TimestampInternal","Create","firebase::firestore::TimestampInternal::Create","return","Local<TimestampInternal>","Local<TimestampInternal>","firestore/src/android/timestamp_android.cc",49
"firebase::firestore::TimestampInternal","ToPublic","firebase::firestore::TimestampInternal::ToPublic","return","error","error","firestore/src/android/timestamp_android.cc",54
"firebase::firestore::jni::Local<TimestampInternal>","get","firebase::firestore::jni::Local<TimestampInternal>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<TimestampInternal>","CastTo","firebase::firestore::jni::Local<TimestampInternal>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<TimestampInternal>","CastTo","firebase::firestore::jni::Local<TimestampInternal>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::TransactionOptionsInternal","operator=","firebase::firestore::TransactionOptionsInternal::operator=","return","TransactionOptionsInternal &","TransactionOptionsInternal &","firestore/src/android/transaction_options_android.h",26
"firebase::firestore::jni::Local<TransactionOptionsInternal>","get","firebase::firestore::jni::Local<TransactionOptionsInternal>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<TransactionOptionsInternal>","CastTo","firebase::firestore::jni::Local<TransactionOptionsInternal>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<TransactionOptionsInternal>","CastTo","firebase::firestore::jni::Local<TransactionOptionsInternal>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::TransactionOptionsBuilderInternal","operator=","firebase::firestore::TransactionOptionsBuilderInternal::operator=","return","TransactionOptionsBuilderInternal &","TransactionOptionsBuilderInternal &","firestore/src/android/transaction_options_builder_android.h",27
"firebase::firestore::TransactionOptionsBuilderInternal","Create","firebase::firestore::TransactionOptionsBuilderInternal::Create","return","Local<TransactionOptionsBuilderInternal>","Local<TransactionOptionsBuilderInternal>","firestore/src/android/transaction_options_builder_android.cc",51
"firebase::firestore::TransactionOptionsBuilderInternal","Build","firebase::firestore::TransactionOptionsBuilderInternal::Build","return","Local<TransactionOptionsInternal>","Local<TransactionOptionsInternal>","firestore/src/android/transaction_options_builder_android.cc",61
"firebase::firestore::TransactionOptionsBuilderInternal","SetMaxAttempts","firebase::firestore::TransactionOptionsBuilderInternal::SetMaxAttempts","return","Local<TransactionOptionsBuilderInternal>","Local<TransactionOptionsBuilderInternal>","firestore/src/android/transaction_options_builder_android.cc",56
"firebase::firestore::jni::Local<TransactionOptionsBuilderInternal>","get","firebase::firestore::jni::Local<TransactionOptionsBuilderInternal>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<TransactionOptionsBuilderInternal>","CastTo","firebase::firestore::jni::Local<TransactionOptionsBuilderInternal>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<TransactionOptionsBuilderInternal>","CastTo","firebase::firestore::jni::Local<TransactionOptionsBuilderInternal>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::FirestoreTest","operator=","firebase::firestore::FirestoreTest::operator=","return","FirestoreTest &","FirestoreTest &","firestore/integration_test_internal/src/firestore_test.cc",68
"firebase::firestore::TestEventListener<DocumentSnapshot>","last_result","firebase::firestore::TestEventListener<DocumentSnapshot>::last_result","return","DocumentSnapshot &","DocumentSnapshot &","firestore/integration_test_internal/src/firestore_integration_test.h",123
"firebase::firestore::TestEventListener<DocumentSnapshot>","AttachTo","firebase::firestore::TestEventListener<DocumentSnapshot>::AttachTo","return","ListenerRegistration","ListenerRegistration","firestore/integration_test_internal/src/firestore_integration_test.h",130
"firebase::firestore::TestEventListener<QuerySnapshot>","last_result","firebase::firestore::TestEventListener<QuerySnapshot>::last_result","return","QuerySnapshot &","QuerySnapshot &","firestore/integration_test_internal/src/firestore_integration_test.h",123
"firebase::firestore::TestEventListener<QuerySnapshot>","AttachTo","firebase::firestore::TestEventListener<QuerySnapshot>::AttachTo","return","ListenerRegistration","ListenerRegistration","firestore/integration_test_internal/src/firestore_integration_test.h",130
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<AggregateQuerySnapshot>","Alloc","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<AggregateQuerySnapshot>::Alloc","return","SafeFutureHandle<AggregateQuerySnapshot>","SafeFutureHandle<AggregateQuerySnapshot>","firestore/src/android/promise_android.h",114
"firebase::firestore::jni::Map","operator=","firebase::firestore::jni::Map::operator=","return","Map &","Map &","firestore/src/jni/map.h",30
"firebase::firestore::jni::Map","GetClass","firebase::firestore::jni::Map::GetClass","return","Class","Class","firestore/src/jni/map.cc",45
"firebase::firestore::jni::Map","Get","firebase::firestore::jni::Map::Get","return","Local<Object>","Local<Object>","firestore/src/jni/map.cc",49
"firebase::firestore::jni::Map","KeySet","firebase::firestore::jni::Map::KeySet","return","Local<Set>","Local<Set>","firestore/src/jni/map.cc",61
"firebase::firestore::jni::Map","Put","firebase::firestore::jni::Map::Put","return","Local<Object>","Local<Object>","firestore/src/jni/map.cc",53
"firebase::firestore::jni::Map","Remove","firebase::firestore::jni::Map::Remove","return","Local<Object>","Local<Object>","firestore/src/jni/map.cc",57
"firebase::firestore::jni::HashMap","operator=","firebase::firestore::jni::HashMap::operator=","return","HashMap &","HashMap &","firestore/src/jni/hash_map.h",28
"firebase::firestore::jni::HashMap","Create","firebase::firestore::jni::HashMap::Create","return","Local<HashMap>","Local<HashMap>","firestore/src/jni/hash_map.cc",38
"firebase::firestore::jni::Iterator","operator=","firebase::firestore::jni::Iterator::operator=","return","Iterator &","Iterator &","firestore/src/jni/iterator.h",28
"firebase::firestore::jni::Iterator","Next","firebase::firestore::jni::Iterator::Next","return","Local<Object>","Local<Object>","firestore/src/jni/iterator.cc",41
"firebase::firestore::jni::Collection","operator=","firebase::firestore::jni::Collection::operator=","return","Collection &","Collection &","firestore/src/jni/collection.h",30
"firebase::firestore::jni::Collection","Iterator","firebase::firestore::jni::Collection::Iterator","return","Local<Iterator>","Local<Iterator>","firestore/src/jni/collection.cc",44
"firebase::firestore::jni::Local<HashMap>","get","firebase::firestore::jni::Local<HashMap>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<HashMap>","CastTo","firebase::firestore::jni::Local<HashMap>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<HashMap>","CastTo","firebase::firestore::jni::Local<HashMap>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::PromiseFactory<AsyncApi>","Create","firebase::firestore::PromiseFactory<AsyncApi>::Create","return","PromiseFactory<AsyncApi>","PromiseFactory<AsyncApi>","firestore/src/main/promise_factory_main.h",47
"firebase::firestore::PromiseFactory<AsyncApi>","CreatePromise","firebase::firestore::PromiseFactory<AsyncApi>::CreatePromise","return","Promise<void>","Promise<void>","firestore/src/main/promise_factory_main.h",73
"firebase::firestore::PromiseFactory<AsyncApi>","CreatePromise","firebase::firestore::PromiseFactory<AsyncApi>::CreatePromise","return","Promise<T>","Promise<T>","firestore/src/main/promise_factory_main.h",73
"firebase::firestore::PromiseFactory<AsyncApi>","CreatePromise","firebase::firestore::PromiseFactory<AsyncApi>::CreatePromise","return","Promise<LoadBundleTaskProgress>","Promise<LoadBundleTaskProgress>","firestore/src/main/promise_factory_main.h",73
"firebase::firestore::PromiseFactory<AsyncApi>","CreatePromise","firebase::firestore::PromiseFactory<AsyncApi>::CreatePromise","return","Promise<Query>","Promise<Query>","firestore/src/main/promise_factory_main.h",73
"firebase::firestore::TestFriend","operator=","firebase::firestore::TestFriend::operator=","return","TestFriend &","TestFriend &","firestore/integration_test_internal/src/util/integration_test_util.cc",36
"firebase::firestore::TestFriend","CreateTestFirestoreInternal","firebase::firestore::TestFriend::CreateTestFirestoreInternal","return","FirestoreInternal *","FirestoreInternal *","firestore/integration_test_internal/src/util/integration_test_util.cc",37
"firebase::firestore::AggregateSourceInternal","operator=","firebase::firestore::AggregateSourceInternal::operator=","return","AggregateSourceInternal &","AggregateSourceInternal &","firestore/src/android/aggregate_source_android.h",26
"firebase::firestore::AggregateSourceInternal","Create","firebase::firestore::AggregateSourceInternal::Create","return","Local<Object>","Local<Object>","firestore/src/android/aggregate_source_android.cc",42
"firebase::firestore::Promise<AggregateQuerySnapshot, AggregateQuerySnapshotInternal, AsyncFn>","GetFuture","firebase::firestore::Promise<AggregateQuerySnapshot, AggregateQuerySnapshotInternal, AsyncFn>::GetFuture","return","Future<AggregateQuerySnapshot>","Future<AggregateQuerySnapshot>","firestore/src/android/promise_android.h",84
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<DocumentReference>","Alloc","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<DocumentReference>::Alloc","return","SafeFutureHandle<DocumentReference>","SafeFutureHandle<DocumentReference>","firestore/src/android/promise_android.h",114
"firebase::firestore::jni::Local<Class>","get","firebase::firestore::jni::Local<Class>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<Class>","CastTo","firebase::firestore::jni::Local<Class>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<Class>","CastTo","firebase::firestore::jni::Local<Class>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::jni::ExceptionClearGuard","operator=","firebase::firestore::jni::ExceptionClearGuard::operator=","return","ExceptionClearGuard &","ExceptionClearGuard &","firestore/src/jni/env.h",564
"firebase::firestore::BlobInternal","operator=","firebase::firestore::BlobInternal::operator=","return","BlobInternal &","BlobInternal &","firestore/src/android/blob_android.h",26
"firebase::firestore::BlobInternal","GetClass","firebase::firestore::BlobInternal::GetClass","return","Class","Class","firestore/src/android/blob_android.cc",51
"firebase::firestore::BlobInternal","Create","firebase::firestore::BlobInternal::Create","return","Local<BlobInternal>","Local<BlobInternal>","firestore/src/android/blob_android.cc",53
"firebase::firestore::BlobInternal","ToBytes","firebase::firestore::BlobInternal::ToBytes","return","Local<Array<unsigned char>>","Local<Array<unsigned char>>","firestore/src/android/blob_android.cc",61
"firebase::firestore::jni::Local<BlobInternal>","get","firebase::firestore::jni::Local<BlobInternal>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<BlobInternal>","CastTo","firebase::firestore::jni::Local<BlobInternal>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<BlobInternal>","CastTo","firebase::firestore::jni::Local<BlobInternal>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::Promise<DocumentReference, DocumentReferenceInternal, AsyncFn>","GetFuture","firebase::firestore::Promise<DocumentReference, DocumentReferenceInternal, AsyncFn>::GetFuture","return","Future<DocumentReference>","Future<DocumentReference>","firestore/src/android/promise_android.h",84
"firebase::firestore::jni::Array<Object>","get","firebase::firestore::jni::Array<Object>::get","return","error","error","firestore/src/jni/array.h",37
"firebase::firestore::jni::Local<Array<Object>>","get","firebase::firestore::jni::Local<Array<Object>>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<Array<Object>>","CastTo","firebase::firestore::jni::Local<Array<Object>>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<Array<Object>>","CastTo","firebase::firestore::jni::Local<Array<Object>>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::DirectionInternal","operator=","firebase::firestore::DirectionInternal::operator=","return","DirectionInternal &","DirectionInternal &","firestore/src/android/direction_android.h",26
"firebase::firestore::DirectionInternal","Create","firebase::firestore::DirectionInternal::Create","return","Local<Object>","Local<Object>","firestore/src/android/direction_android.cc",44
"firebase::firestore::DocumentChangeTypeInternal","operator=","firebase::firestore::DocumentChangeTypeInternal::operator=","return","DocumentChangeTypeInternal &","DocumentChangeTypeInternal &","firestore/src/android/document_change_type_android.h",27
"firebase::firestore::DocumentChangeTypeInternal","GetType","firebase::firestore::DocumentChangeTypeInternal::GetType","return","Type","Type","firestore/src/android/document_change_type_android.cc",44
"firebase::firestore::jni::Local<DocumentChangeTypeInternal>","get","firebase::firestore::jni::Local<DocumentChangeTypeInternal>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<DocumentChangeTypeInternal>","CastTo","firebase::firestore::jni::Local<DocumentChangeTypeInternal>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<DocumentChangeTypeInternal>","CastTo","firebase::firestore::jni::Local<DocumentChangeTypeInternal>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::jni::List","operator=","firebase::firestore::jni::List::operator=","return","List &","List &","firestore/src/jni/list.h",28
"firebase::firestore::jni::List","GetClass","firebase::firestore::jni::List::GetClass","return","Class","Class","firestore/src/jni/list.cc",39
"firebase::firestore::jni::List","Get","firebase::firestore::jni::List::Get","return","Local<Object>","Local<Object>","firestore/src/jni/list.cc",41
"firebase::firestore::jni::List","Set","firebase::firestore::jni::List::Set","return","Local<Object>","Local<Object>","firestore/src/jni/list.cc",45
"firebase::firestore::FieldPathConverter","operator=","firebase::firestore::FieldPathConverter::operator=","return","FieldPathConverter &","FieldPathConverter &","firestore/src/android/field_path_android.h",29
"firebase::firestore::FieldPathConverter","Create","firebase::firestore::FieldPathConverter::Create","return","Local<Object>","Local<Object>","firestore/src/android/field_path_android.cc",53
"firebase::firestore::Promise<DocumentSnapshot, DocumentSnapshotInternal, AsyncFn>","GetFuture","firebase::firestore::Promise<DocumentSnapshot, DocumentSnapshotInternal, AsyncFn>::GetFuture","return","Future<DocumentSnapshot>","Future<DocumentSnapshot>","firestore/src/android/promise_android.h",84
"firebase::firestore::EventListenerInternal","operator=","firebase::firestore::EventListenerInternal::operator=","return","EventListenerInternal &","EventListenerInternal &","firestore/src/android/event_listener_android.h",28
"firebase::firestore::EventListenerInternal","Create","firebase::firestore::EventListenerInternal::Create","return","Local<Object>","Local<Object>","firestore/src/android/event_listener_android.cc",192
"firebase::firestore::EventListenerInternal","Create","firebase::firestore::EventListenerInternal::Create","return","Local<Object>","Local<Object>","firestore/src/android/event_listener_android.cc",200
"firebase::firestore::EventListenerInternal","Create","firebase::firestore::EventListenerInternal::Create","return","Local<Object>","Local<Object>","firestore/src/android/event_listener_android.cc",208
"firebase::firestore::EventListenerInternal","Create","firebase::firestore::EventListenerInternal::Create","return","Local<Object>","Local<Object>","firestore/src/android/event_listener_android.cc",213
"firebase::firestore::EventListenerInternal","EventListenerToJavaRunnable","firebase::firestore::EventListenerInternal::EventListenerToJavaRunnable","return","error","error","firestore/src/android/event_listener_android.h",75
"firebase::firestore::EventListenerInternal","EventListenerToJavaEventListener","firebase::firestore::EventListenerInternal::EventListenerToJavaEventListener","return","error","error","firestore/src/android/event_listener_android.h",58
"firebase::firestore::EventListenerInternal","EventListenerToJavaEventListener","firebase::firestore::EventListenerInternal::EventListenerToJavaEventListener","return","error","error","firestore/src/android/event_listener_android.h",67
"firebase::firestore::MetadataChangesInternal","operator=","firebase::firestore::MetadataChangesInternal::operator=","return","MetadataChangesInternal &","MetadataChangesInternal &","firestore/src/android/metadata_changes_android.h",26
"firebase::firestore::MetadataChangesInternal","Create","firebase::firestore::MetadataChangesInternal::Create","return","Local<Object>","Local<Object>","firestore/src/android/metadata_changes_android.cc",44
"firebase::firestore::SourceInternal","operator=","firebase::firestore::SourceInternal::operator=","return","SourceInternal &","SourceInternal &","firestore/src/android/source_android.h",26
"firebase::firestore::SourceInternal","Create","firebase::firestore::SourceInternal::Create","return","Local<Object>","Local<Object>","firestore/src/android/source_android.cc",46
"firebase::firestore::UpdateFieldPathArgs","operator=","firebase::firestore::UpdateFieldPathArgs::operator=","return","UpdateFieldPathArgs &","UpdateFieldPathArgs &","firestore/src/android/util_android.h",71
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<DocumentSnapshot>","Alloc","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<DocumentSnapshot>::Alloc","return","SafeFutureHandle<DocumentSnapshot>","SafeFutureHandle<DocumentSnapshot>","firestore/src/android/promise_android.h",114
"firebase::firestore::ServerTimestampBehaviorInternal","operator=","firebase::firestore::ServerTimestampBehaviorInternal::operator=","return","ServerTimestampBehaviorInternal &","ServerTimestampBehaviorInternal &","firestore/src/android/server_timestamp_behavior_android.h",26
"firebase::firestore::ServerTimestampBehaviorInternal","Create","firebase::firestore::ServerTimestampBehaviorInternal::Create","return","Local<Object>","Local<Object>","firestore/src/android/server_timestamp_behavior_android.cc",48
"firebase::firestore::LoadBundleTaskProgressInternal","operator=","firebase::firestore::LoadBundleTaskProgressInternal::operator=","return","LoadBundleTaskProgressInternal &","LoadBundleTaskProgressInternal &","firestore/src/android/load_bundle_task_progress_android.h",32
"firebase::firestore::LoadBundleTaskProgressInternal","GetClass","firebase::firestore::LoadBundleTaskProgressInternal::GetClass","return","Class","Class","firestore/src/android/load_bundle_task_progress_android.cc",65
"firebase::firestore::LoadBundleTaskProgressInternal","state","firebase::firestore::LoadBundleTaskProgressInternal::state","return","State","State","firestore/src/android/load_bundle_task_progress_android.cc",87
"firebase::firestore::FirestoreException","operator=","firebase::firestore::FirestoreException::operator=","return","FirestoreException &","FirestoreException &","firestore/src/android/firestore_exceptions_android.h",34
"firebase::firestore::FirestoreException","what","firebase::firestore::FirestoreException::what","return","char *","char *","firestore/src/android/firestore_exceptions_android.h",39
"firebase::firestore::FirestoreException","code","firebase::firestore::FirestoreException::code","return","error","error","firestore/src/android/firestore_exceptions_android.h",41
"firebase::firestore::FirestoreInternalError","operator=","firebase::firestore::FirestoreInternalError::operator=","return","FirestoreInternalError &","FirestoreInternalError &","firestore/src/android/firestore_exceptions_android.h",51
"firebase::firestore::jni::Array<String>","get","firebase::firestore::jni::Array<String>::get","return","error","error","firestore/src/jni/array.h",37
"firebase::firestore::jni::Local<Array<String>>","get","firebase::firestore::jni::Local<Array<String>>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<Array<String>>","CastTo","firebase::firestore::jni::Local<Array<String>>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<Array<String>>","CastTo","firebase::firestore::jni::Local<Array<String>>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::jni::ArrayList","operator=","firebase::firestore::jni::ArrayList::operator=","return","ArrayList &","ArrayList &","firestore/src/jni/array_list.h",27
"firebase::firestore::jni::ArrayList","Create","firebase::firestore::jni::ArrayList::Create","return","Local<ArrayList>","Local<ArrayList>","firestore/src/jni/array_list.cc",39
"firebase::firestore::jni::ArrayList","Create","firebase::firestore::jni::ArrayList::Create","return","Local<ArrayList>","Local<ArrayList>","firestore/src/jni/array_list.cc",41
"firebase::firestore::jni::Long","operator=","firebase::firestore::jni::Long::operator=","return","Long &","Long &","firestore/src/jni/long.h",28
"firebase::firestore::jni::Long","GetClass","firebase::firestore::jni::Long::GetClass","return","Class","Class","firestore/src/jni/long.cc",40
"firebase::firestore::jni::Long","Create","firebase::firestore::jni::Long::Create","return","Local<Long>","Local<Long>","firestore/src/jni/long.cc",42
"firebase::firestore::jni::Double","operator=","firebase::firestore::jni::Double::operator=","return","Double &","Double &","firestore/src/jni/double.h",28
"firebase::firestore::jni::Double","GetClass","firebase::firestore::jni::Double::GetClass","return","Class","Class","firestore/src/jni/double.cc",40
"firebase::firestore::jni::Double","Create","firebase::firestore::jni::Double::Create","return","Local<Double>","Local<Double>","firestore/src/jni/double.cc",42
"firebase::firestore::jni::Boolean","operator=","firebase::firestore::jni::Boolean::operator=","return","Boolean &","Boolean &","firestore/src/jni/boolean.h",28
"firebase::firestore::jni::Boolean","GetClass","firebase::firestore::jni::Boolean::GetClass","return","Class","Class","firestore/src/jni/boolean.cc",41
"firebase::firestore::jni::Boolean","Create","firebase::firestore::jni::Boolean::Create","return","Local<Boolean>","Local<Boolean>","firestore/src/jni/boolean.cc",43
"firebase::firestore::jni::Local<ArrayList>","get","firebase::firestore::jni::Local<ArrayList>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<ArrayList>","CastTo","firebase::firestore::jni::Local<ArrayList>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<ArrayList>","CastTo","firebase::firestore::jni::Local<ArrayList>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::jni::Local<Boolean>","get","firebase::firestore::jni::Local<Boolean>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<Boolean>","CastTo","firebase::firestore::jni::Local<Boolean>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<Boolean>","CastTo","firebase::firestore::jni::Local<Boolean>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::jni::Local<Double>","get","firebase::firestore::jni::Local<Double>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<Double>","CastTo","firebase::firestore::jni::Local<Double>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<Double>","CastTo","firebase::firestore::jni::Local<Double>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::jni::Local<Iterator>","get","firebase::firestore::jni::Local<Iterator>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<Iterator>","CastTo","firebase::firestore::jni::Local<Iterator>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<Iterator>","CastTo","firebase::firestore::jni::Local<Iterator>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::jni::Local<Map>","get","firebase::firestore::jni::Local<Map>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<Map>","CastTo","firebase::firestore::jni::Local<Map>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<Map>","CastTo","firebase::firestore::jni::Local<Map>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::jni::Set","operator=","firebase::firestore::jni::Set::operator=","return","Set &","Set &","firestore/src/jni/set.h",33
"firebase::firestore::jni::Local<Set>","get","firebase::firestore::jni::Local<Set>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<Set>","CastTo","firebase::firestore::jni::Local<Set>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<Set>","CastTo","firebase::firestore::jni::Local<Set>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::jni::Local<List>","get","firebase::firestore::jni::Local<List>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<List>","CastTo","firebase::firestore::jni::Local<List>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<List>","CastTo","firebase::firestore::jni::Local<List>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::jni::Local<Long>","get","firebase::firestore::jni::Local<Long>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<Long>","CastTo","firebase::firestore::jni::Local<Long>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
"firebase::firestore::jni::Local<Long>","CastTo","firebase::firestore::jni::Local<Long>::CastTo","return","Local<U>","Local<U>","firestore/src/jni/ownership.h",127
"firebase::firestore::TransactionFunction","operator=","firebase::firestore::TransactionFunction::operator=","return","TransactionFunction &","TransactionFunction &","firestore/src/common/transaction_function.h",33
"firebase::firestore::TransactionFunction","Apply","firebase::firestore::TransactionFunction::Apply","return","error","error","firestore/src/common/transaction_function.h",45
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<LoadBundleTaskProgress>","Alloc","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<LoadBundleTaskProgress>::Alloc","return","SafeFutureHandle<LoadBundleTaskProgress>","SafeFutureHandle<LoadBundleTaskProgress>","firestore/src/android/promise_android.h",114
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<Query>","Alloc","firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<Query>::Alloc","return","SafeFutureHandle<Query>","SafeFutureHandle<Query>","firestore/src/android/promise_android.h",114
"firebase::firestore::LambdaTransactionFunction","operator=","firebase::firestore::LambdaTransactionFunction::operator=","return","LambdaTransactionFunction &","LambdaTransactionFunction &","firestore/src/android/lambda_transaction_function.h",41
"firebase::firestore::LambdaTransactionFunction","Apply","firebase::firestore::LambdaTransactionFunction::Apply","return","error","error","firestore/src/android/lambda_transaction_function.h",52
"firebase::firestore::LoadBundleTaskInternal","operator=","firebase::firestore::LoadBundleTaskInternal::operator=","return","LoadBundleTaskInternal &","LoadBundleTaskInternal &","firestore/src/android/load_bundle_task_android.h",29
"firebase::firestore::jni::Local<LoadBundleTaskInternal>","get","firebase::firestore::jni::Local<LoadBundleTaskInternal>::get","return","error","error","firestore/src/jni/ownership.h",131
"firebase::firestore::jni::Local<LoadBundleTaskInternal>","CastTo","firebase::firestore::jni::Local<LoadBundleTaskInternal>::CastTo","return","U","U","firestore/src/jni/ownership.h",117
